filename,words
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai16_Aksaramatee_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017No. of Guest: 1                         Official Receipt #: 0000000017Terminal No. :   2WALK-IN                                 Cshr: RASHIDA PURGANAN                  ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 French Fries                 90.00 1.00 MOZZARELLA STICKS           140.00 2.00 B.RICE SP AIOLI             398.00     @ 199.00                            1.00 1/2 DOZ SP W/ AIOLI         199.00 1.00 1/2 DOZ GARLIC PARMESAN     199.00 2.00 RICE                         60.00     @ 30.00                             2.00 MINERAL WATER - 500 ML       70.00     @ 35.00                             3.00 SPRITE - 16 OZ              156.00     @ 52.00                            -----------------13 item(s)-------------   Sub Total                    1,312.00----------------------------------------TOTAL                           1,312.00Tendered:                                 CASH                           1500.00Change:                           188.00----------------------------------------   Vatable Sales                1,171.43   VAT  12.00%                    140.57   VAT Exempt Sales                 0.00   Zero Rated Sales                 0.00----------------------------------------12/27/2018 11:24:31RE-PRINTName : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2020PTU No : FP092015-044-0054919-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!WE DELIVER! www.foodpanda.phwww.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1593760973"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai16_Athiti_Medium.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017No. of Guest: 1                         Official Receipt #: 0000000017Terminal No. :   2WALK-IN                                 Cshr: RASHIDA PURGANAN                  ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 French Fries                 90.00 1.00 MOZZARELLA STICKS           140.00 2.00 B.RICE SP AIOLI             398.00     @ 199.00                            1.00 1/2 DOZ SP W/ AIOLI         199.00 1.00 1/2 DOZ GARLIC PARMESAN     199.00 2.00 RICE                         60.00     @ 30.00                             2.00 MINERAL WATER - 500 ML       70.00     @ 35.00                             3.00 SPRITE - 16 OZ              156.00     @ 52.00                            -----------------13 item(s)-------------   Sub Total                    1,312.00----------------------------------------TOTAL                           1,312.00Tendered:                                 CASH                           1500.00Change:                           188.00----------------------------------------   Vatable Sales                1,171.43   VAT  12.00%                    140.57   VAT Exempt Sales                 0.00   Zero Rated Sales                 0.00----------------------------------------12/27/2018 11:24:31RE-PRINTName : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2020PTU No : FP092015-044-0054919-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!WE DELIVER! www.foodpanda.phwww.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1593760973"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai16_ChulaNarak_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017No. of Guest: 1                         Official Receipt #: 0000000017Terminal No. :   2WALK-IN                                 Cshr: RASHIDA PURGANAN                  ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 French Fries                 90.00 1.00 MOZZARELLA STICKS           140.00 2.00 B.RICE SP AIOLI             398.00     @ 199.00                            1.00 1/2 DOZ SP W/ AIOLI         199.00 1.00 1/2 DOZ GARLIC PARMESAN     199.00 2.00 RICE                         60.00     @ 30.00                             2.00 MINERAL WATER - 500 ML       70.00     @ 35.00                             3.00 SPRITE - 16 OZ              156.00     @ 52.00                            -----------------13 item(s)-------------   Sub Total                    1,312.00----------------------------------------TOTAL                           1,312.00Tendered:                                 CASH                           1500.00Change:                           188.00----------------------------------------   Vatable Sales                1,171.43   VAT  12.00%                    140.57   VAT Exempt Sales                 0.00   Zero Rated Sales                 0.00----------------------------------------12/27/2018 11:24:31RE-PRINTName : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2020PTU No : FP092015-044-0054919-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!WE DELIVER! www.foodpanda.phwww.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1593760973"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai16_Garuda.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017No. of Guest: 1                         Official Receipt #: 0000000017Terminal No. :   2WALK-IN                                 Cshr: RASHIDA PURGANAN                  ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 French Fries                 90.00 1.00 MOZZARELLA STICKS           140.00 2.00 B.RICE SP AIOLI             398.00     @ 199.00                            1.00 1/2 DOZ SP W/ AIOLI         199.00 1.00 1/2 DOZ GARLIC PARMESAN     199.00 2.00 RICE                         60.00     @ 30.00                             2.00 MINERAL WATER - 500 ML       70.00     @ 35.00                             3.00 SPRITE - 16 OZ              156.00     @ 52.00                            -----------------13 item(s)-------------   Sub Total                    1,312.00----------------------------------------TOTAL                           1,312.00Tendered:                                 CASH                           1500.00Change:                           188.00----------------------------------------   Vatable Sales                1,171.43   VAT  12.00%                    140.57   VAT Exempt Sales                 0.00   Zero Rated Sales                 0.00----------------------------------------12/27/2018 11:24:31RE-PRINTName : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2020PTU No : FP092015-044-0054919-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!WE DELIVER! www.foodpanda.phwww.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1593760973"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai16_TH_Sarabun_New_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017No. of Guest: 1                         Official Receipt #: 0000000017Terminal No. :   2WALK-IN                                 Cshr: RASHIDA PURGANAN                  ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 French Fries                 90.00 1.00 MOZZARELLA STICKS           140.00 2.00 B.RICE SP AIOLI             398.00     @ 199.00                            1.00 1/2 DOZ SP W/ AIOLI         199.00 1.00 1/2 DOZ GARLIC PARMESAN     199.00 2.00 RICE                         60.00     @ 30.00                             2.00 MINERAL WATER - 500 ML       70.00     @ 35.00                             3.00 SPRITE - 16 OZ              156.00     @ 52.00                            -----------------13 item(s)-------------   Sub Total                    1,312.00----------------------------------------TOTAL                           1,312.00Tendered:                                 CASH                           1500.00Change:                           188.00----------------------------------------   Vatable Sales                1,171.43   VAT  12.00%                    140.57   VAT Exempt Sales                 0.00   Zero Rated Sales                 0.00----------------------------------------12/27/2018 11:24:31RE-PRINTName : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2020PTU No : FP092015-044-0054919-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!WE DELIVER! www.foodpanda.phwww.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1593760973"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai17_Aksaramatee_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017OFFICIAL RECEIPTREPRINTNo. of Guest: 1                         Official Receipt #: 0000022472Term. #:  2        Cshr: JAMAICA BALLADAWALK-IN                                 ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 B.R SPICY BLUE C          219.00 V     =>REPUNCH LANG PO------------------1 item(s)-------------   Sub Total                      219.00----------------------------------------TOTAL                             219.00Tendered:                                 MASTERCARD                      219.00Change:                             0.00----------------------------------------VATable Sales(V)                  195.54VAT Amount                         23.46VAT Exempt Sales(E)                 0.00Zero-Rated Sales(Z)                 0.00----------------------------------------02/20/2019 05:22:38 PMCard No.    ************                Card Holder BRITTANY GAIL L TE          Bank        PNBANK                      Dated       19/02                       Appr. Code  738195                      Name : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2021PTU No : FP112018-044-0195187-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!www.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1615168903"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai17_Athiti_Medium.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017OFFICIAL RECEIPTREPRINTNo. of Guest: 1                         Official Receipt #: 0000022472Term. #:  2        Cshr: JAMAICA BALLADAWALK-IN                                 ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 B.R SPICY BLUE C          219.00 V     =>REPUNCH LANG PO------------------1 item(s)-------------   Sub Total                      219.00----------------------------------------TOTAL                             219.00Tendered:                                 MASTERCARD                      219.00Change:                             0.00----------------------------------------VATable Sales(V)                  195.54VAT Amount                         23.46VAT Exempt Sales(E)                 0.00Zero-Rated Sales(Z)                 0.00----------------------------------------02/20/2019 05:22:38 PMCard No.    ************                Card Holder BRITTANY GAIL L TE          Bank        PNBANK                      Dated       19/02                       Appr. Code  738195                      Name : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2021PTU No : FP112018-044-0195187-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!www.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1615168903"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai17_ChulaNarak_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017OFFICIAL RECEIPTREPRINTNo. of Guest: 1                         Official Receipt #: 0000022472Term. #:  2        Cshr: JAMAICA BALLADAWALK-IN                                 ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 B.R SPICY BLUE C          219.00 V     =>REPUNCH LANG PO------------------1 item(s)-------------   Sub Total                      219.00----------------------------------------TOTAL                             219.00Tendered:                                 MASTERCARD                      219.00Change:                             0.00----------------------------------------VATable Sales(V)                  195.54VAT Amount                         23.46VAT Exempt Sales(E)                 0.00Zero-Rated Sales(Z)                 0.00----------------------------------------02/20/2019 05:22:38 PMCard No.    ************                Card Holder BRITTANY GAIL L TE          Bank        PNBANK                      Dated       19/02                       Appr. Code  738195                      Name : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2021PTU No : FP112018-044-0195187-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!www.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1615168903"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai17_Garuda.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017OFFICIAL RECEIPTREPRINTNo. of Guest: 1                         Official Receipt #: 0000022472Term. #:  2        Cshr: JAMAICA BALLADAWALK-IN                                 ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 B.R SPICY BLUE C          219.00 V     =>REPUNCH LANG PO------------------1 item(s)-------------   Sub Total                      219.00----------------------------------------TOTAL                             219.00Tendered:                                 MASTERCARD                      219.00Change:                             0.00----------------------------------------VATable Sales(V)                  195.54VAT Amount                         23.46VAT Exempt Sales(E)                 0.00Zero-Rated Sales(Z)                 0.00----------------------------------------02/20/2019 05:22:38 PMCard No.    ************                Card Holder BRITTANY GAIL L TE          Bank        PNBANK                      Dated       19/02                       Appr. Code  738195                      Name : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2021PTU No : FP112018-044-0195187-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!www.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1615168903"
C:/Users/joman/Documents/GitHub/EasyOCR/trainer/all_data/whole/img/data_train/thai17_TH_Sarabun_New_Regular.png,"FRANKIE'S NY WINGS INC.Owned & Optd by: Frankie's NY Wings Inc.FS-8 Level 4 SM Aura Bonifacio Global CityFort Bonifacio Taguig CityVAT Reg TIN : 009-074-986-00010MIN : 18112309044511749MSN : 88DPB18030017OFFICIAL RECEIPTREPRINTNo. of Guest: 1                         Official Receipt #: 0000022472Term. #:  2        Cshr: JAMAICA BALLADAWALK-IN                                 ----------------------------------------Qty   Description(s)               Price----------------------------------------DINE IN                                  1.00 B.R SPICY BLUE C          219.00 V     =>REPUNCH LANG PO------------------1 item(s)-------------   Sub Total                      219.00----------------------------------------TOTAL                             219.00Tendered:                                 MASTERCARD                      219.00Change:                             0.00----------------------------------------VATable Sales(V)                  195.54VAT Amount                         23.46VAT Exempt Sales(E)                 0.00Zero-Rated Sales(Z)                 0.00----------------------------------------02/20/2019 05:22:38 PMCard No.    ************                Card Holder BRITTANY GAIL L TE          Bank        PNBANK                      Dated       19/02                       Appr. Code  738195                      Name : _________________________________Address : ______________________________TIN : __________________________________Business Style : _______________________Cyber Frontier Electronics Trading Inc.2 Narra Drive Palmera Hts. San JuanCainta RizalVAT Reg TIN.:006-737-173-00000BIR  Accr. No.: 0460067371730006116867Date Issued:03/01/2013Valid Until.: 07/31/2021PTU No : FP112018-044-0195187-00001Date Issued : 12/05/2018Valid Until : 12/04/2023THIS RECEIPT SHALL BE VALID FOR FIVE (5) YEARS FROM THE DATE OF THE PERMIT USE.This serves as an official receipt.Thank you come again!www.frankiesnywings.comFacebook: frankiesnywingsInstagram/Twitter: frankieswings,1615168903"
